,Number of trajectories,AUROC,AUPR,state estimator
25,26,0.9984888888888889,0.9890617254373983,exact update
26,27,0.9993333333333333,0.9943259906760467,exact update
27,28,0.9995111111111111,0.9957063907098076,exact update
28,29,0.9997777777777778,0.9980405425885885,exact update
29,30,0.9995111111111111,0.9956133520709313,exact update
0,1,0.684088888888889,0.2160908076373774,particle filter
1,2,0.6936888888888889,0.22806278592274237,particle filter
2,3,0.8238222222222222,0.3554726362667056,particle filter
3,4,0.8677333333333332,0.5384865682374211,particle filter
4,5,0.891688888888889,0.5901084602489755,particle filter
5,6,0.8955111111111111,0.5060350807181904,particle filter
6,7,0.8718666666666667,0.42452388095515686,particle filter
7,8,0.9022222222222221,0.5493995960490854,particle filter
8,9,0.932,0.6041880089349911,particle filter
9,10,0.9523555555555556,0.6736609306818772,particle filter
10,11,0.9433777777777778,0.7367104235400475,particle filter
11,12,0.9608444444444444,0.763028306981946,particle filter
12,13,0.9625333333333334,0.7562932781038803,particle filter
13,14,0.9517333333333333,0.7437436296264058,particle filter
14,15,0.9757777777777777,0.8185383081911932,particle filter
15,16,0.9607111111111111,0.6886844343919382,particle filter
16,17,0.9657777777777776,0.7789963091238685,particle filter
17,18,0.9766222222222223,0.8234936726305718,particle filter
18,19,0.9805333333333334,0.8455946128994943,particle filter
19,20,0.9807111111111111,0.8523640890374793,particle filter
20,21,0.9823555555555555,0.877455392424783,particle filter
21,22,0.9844444444444443,0.8547566771853189,particle filter
22,23,0.9843111111111111,0.899458925573115,particle filter
23,24,0.9903555555555554,0.9218894464792362,particle filter
24,25,0.9885777777777778,0.9149398763028587,particle filter
25,26,0.9888888888888888,0.9014894091799515,particle filter
26,27,0.9936,0.9600632140096196,particle filter
27,28,0.9928,0.9365427984803352,particle filter
28,29,0.9879555555555556,0.9183498201076019,particle filter
29,30,0.9953777777777777,0.9653325794232486,particle filter
0,1,0.699288888888889,0.21928073216558525,particle filter
1,2,0.8058666666666667,0.2777187657405492,particle filter
2,3,0.841288888888889,0.4416286479998336,particle filter
3,4,0.8547555555555555,0.4336744092049474,particle filter
4,5,0.8978222222222222,0.5396023059001149,particle filter
5,6,0.9260888888888889,0.5799404418742098,particle filter
6,7,0.9136444444444444,0.6164422460551217,particle filter
7,8,0.9189333333333334,0.6726716573490759,particle filter
8,9,0.9191111111111111,0.6241988088944176,particle filter
9,10,0.9366222222222222,0.7350048724545072,particle filter
10,11,0.9376,0.6613392775700535,particle filter
11,12,0.9544888888888889,0.7563866790056709,particle filter
12,13,0.9690222222222222,0.8242373277337248,particle filter
13,14,0.9744444444444443,0.8549817268833138,particle filter
14,15,0.9768,0.8843604289420842,particle filter
15,16,0.9812888888888889,0.8858438008896579,particle filter
16,17,0.9696444444444445,0.8150863698078548,particle filter
17,18,0.9871555555555556,0.9288356466978361,particle filter
18,19,0.9810222222222222,0.8740625280999074,particle filter
19,20,0.9718222222222223,0.8769031267520803,particle filter
20,21,0.9896,0.9248525572830626,particle filter
21,22,0.9863999999999999,0.9162248090865891,particle filter
22,23,0.9973777777777778,0.977559628431226,particle filter
23,24,0.9954666666666666,0.9670962196890316,particle filter
24,25,0.996488888888889,0.9765085034861432,particle filter
25,26,0.9897333333333334,0.9461998129137654,particle filter
26,27,0.9956444444444443,0.9785825061944783,particle filter
27,28,0.998,0.9835322190408708,particle filter
28,29,0.9992444444444444,0.9939877098945418,particle filter
29,30,0.9982222222222222,0.9864695967024282,particle filter
0,1,0.7498222222222223,0.4002670983106602,particle filter
1,2,0.7361777777777777,0.40528422719616075,particle filter
2,3,0.8690222222222223,0.5840370768442518,particle filter
3,4,0.8855111111111111,0.6109765690176383,particle filter
4,5,0.9468444444444444,0.766370034384126,particle filter
5,6,0.9635111111111112,0.8521133416016003,particle filter
6,7,0.9632444444444443,0.8398994599749221,particle filter
7,8,0.9697333333333333,0.8720326669002779,particle filter
8,9,0.9763999999999999,0.8847994020970018,particle filter
9,10,0.9922666666666666,0.9556998494440019,particle filter
10,11,0.9895111111111111,0.9341009239298833,particle filter
11,12,0.9892,0.9299474778284189,particle filter
12,13,0.9886666666666666,0.9321886750329939,particle filter
13,14,0.9831555555555556,0.8893068391957486,particle filter
14,15,0.9965333333333334,0.9723631836882232,particle filter
15,16,0.9953333333333333,0.9640393609208507,particle filter
16,17,0.9982666666666667,0.9856861305602376,particle filter
17,18,0.9942666666666667,0.9610318338531233,particle filter
18,19,0.9996,0.9966410354146205,particle filter
19,20,0.9992,0.9940127044407506,particle filter
20,21,0.9993333333333333,0.9946944536105153,particle filter
21,22,0.9999111111111111,0.9992232277526396,particle filter
22,23,1.0,1.0,particle filter
23,24,0.9993333333333333,0.9944643723781028,particle filter
24,25,1.0,1.0,particle filter
25,26,0.9999555555555555,0.9996039215686274,particle filter
26,27,0.9997777777777778,0.9980648823244829,particle filter
27,28,1.0,1.0,particle filter
28,29,1.0,1.0,particle filter
29,30,1.0,1.0,particle filter
0,1,0.7312444444444444,0.2036076490876125,particle filter
1,2,0.7870666666666666,0.22988937136007487,particle filter
2,3,0.8451111111111111,0.2976891672651465,particle filter
3,4,0.8240888888888889,0.4031573237329794,particle filter
4,5,0.8500444444444444,0.3057444113793539,particle filter
5,6,0.8727555555555555,0.40458074828144047,particle filter
6,7,0.8794222222222221,0.36343482461618004,particle filter
7,8,0.9001777777777777,0.43412147254917205,particle filter
8,9,0.9176,0.44814479204510427,particle filter
9,10,0.9365777777777777,0.6267048166665299,particle filter
10,11,0.9425777777777777,0.5477997516633026,particle filter
11,12,0.9418666666666666,0.5807740957151486,particle filter
12,13,0.9607555555555556,0.6924135396412563,particle filter
13,14,0.9518666666666666,0.7446419248038447,particle filter
14,15,0.9683999999999999,0.70448032671164,particle filter
15,16,0.971111111111111,0.7881601487069603,particle filter
16,17,0.9600444444444445,0.7549147723655598,particle filter
17,18,0.9810666666666666,0.8112159265964933,particle filter
18,19,0.9785777777777778,0.8165619403321787,particle filter
19,20,0.9698666666666667,0.7213959918586912,particle filter
20,21,0.9837777777777778,0.8634393158474029,particle filter
21,22,0.9828888888888888,0.8642893905144432,particle filter
22,23,0.9736444444444444,0.739644539761788,particle filter
23,24,0.9786666666666667,0.7971782136078868,particle filter
24,25,0.987688888888889,0.8648916525286743,particle filter
25,26,0.9757333333333333,0.7849620885645812,particle filter
26,27,0.9867111111111111,0.8803582649055125,particle filter
27,28,0.9851111111111112,0.874220900381314,particle filter
28,29,0.9877333333333334,0.8872678840952117,particle filter
29,30,0.9868,0.8928833289831971,particle filter
0,1,0.7896,0.3079233755041057,particle filter
1,2,0.9091111111111112,0.5466114728810108,particle filter
2,3,0.9187555555555555,0.6058639316525496,particle filter
3,4,0.9588888888888889,0.701472593773308,particle filter
4,5,0.9288444444444446,0.6714636865771242,particle filter
5,6,0.9735555555555555,0.8600549692082741,particle filter
6,7,0.9595999999999999,0.746129838235492,particle filter
7,8,0.9753777777777778,0.8509487563033211,particle filter
8,9,0.9911555555555556,0.9437940742101104,particle filter
9,10,0.9762666666666666,0.8706032554529904,particle filter
10,11,0.9899111111111112,0.9359279653891871,particle filter
11,12,0.9958666666666667,0.9723339745486078,particle filter
12,13,0.9982222222222222,0.982507354744022,particle filter
13,14,0.9960444444444445,0.9692578730412954,particle filter
14,15,0.993688888888889,0.9520000468400203,particle filter
15,16,0.9994222222222222,0.9958397337429596,particle filter
16,17,0.9977333333333332,0.9838615862540032,particle filter
17,18,0.9982666666666667,0.9880535054005949,particle filter
18,19,0.9999555555555555,0.9996039215686274,particle filter
19,20,1.0,1.0,particle filter
20,21,0.9999111111111111,0.9991998399359744,particle filter
21,22,0.9998222222222223,0.9985045422781273,particle filter
22,23,1.0,1.0,particle filter
23,24,1.0,1.0,particle filter
24,25,1.0,1.0,particle filter
25,26,0.9997777777777778,0.9981649831649833,particle filter
26,27,1.0,1.0,particle filter
27,28,1.0,1.0,particle filter
28,29,1.0,1.0,particle filter
29,30,1.0,1.0,particle filter
0,1,0.7048888888888889,0.2774005732813992,particle filter
1,2,0.8302222222222223,0.4172500952842185,particle filter
2,3,0.8356,0.4693844584522151,particle filter
3,4,0.9064000000000001,0.5676881985856232,particle filter
4,5,0.8872,0.5335045283070644,particle filter
5,6,0.9193777777777777,0.7142598378934499,particle filter
6,7,0.9578666666666666,0.820001523884096,particle filter
7,8,0.9477333333333333,0.8175202058388641,particle filter
8,9,0.9365777777777776,0.773993369064924,particle filter
9,10,0.9671555555555555,0.8228221979222229,particle filter
10,11,0.9701333333333333,0.8695797202403345,particle filter
11,12,0.9831555555555554,0.9024127911595061,particle filter
12,13,0.9903555555555557,0.9427461752481415,particle filter
13,14,0.9832888888888889,0.9159490108426622,particle filter
14,15,0.9962666666666666,0.9797959031800515,particle filter
15,16,0.9865333333333333,0.9445307549271096,particle filter
16,17,0.9896444444444444,0.9378904856802077,particle filter
17,18,0.9972888888888889,0.9756877678939699,particle filter
18,19,0.9991555555555556,0.9931102259932689,particle filter
19,20,0.9934222222222222,0.9646740987778196,particle filter
20,21,0.9942666666666667,0.9647948654916337,particle filter
21,22,0.9965333333333333,0.9765954523947337,particle filter
22,23,0.9987111111111111,0.992611165206102,particle filter
23,24,0.9959111111111111,0.9713653634616057,particle filter
24,25,0.9995555555555555,0.9966384180790961,particle filter
25,26,0.9999555555555555,0.9996039215686274,particle filter
26,27,0.9992888888888889,0.9942850244139377,particle filter
27,28,1.0,1.0,particle filter
28,29,1.0,1.0,particle filter
29,30,1.0,1.0,particle filter
0,1,0.7623111111111112,0.243939884304113,particle filter
1,2,0.7873333333333333,0.31656923857706515,particle filter
2,3,0.8018666666666667,0.3200523775250373,particle filter
3,4,0.8463111111111111,0.3952526875720238,particle filter
4,5,0.8429777777777778,0.3905132994451272,particle filter
5,6,0.8926666666666667,0.542532353819415,particle filter
6,7,0.9406666666666668,0.7289853673304789,particle filter
7,8,0.9180444444444444,0.5150442085205319,particle filter
8,9,0.9357333333333333,0.6578363950569808,particle filter
9,10,0.9474222222222222,0.7227957026266074,particle filter
10,11,0.9102222222222222,0.5664216311386464,particle filter
11,12,0.9743555555555555,0.8673461922720388,particle filter
12,13,0.9657333333333333,0.8039379056889157,particle filter
13,14,0.9719555555555555,0.8338261640579112,particle filter
14,15,0.9725777777777778,0.8202730037055193,particle filter
15,16,0.9832888888888889,0.8989784444018262,particle filter
16,17,0.9814222222222222,0.8844111931696079,particle filter
17,18,0.991511111111111,0.9433302736451374,particle filter
18,19,0.9784,0.866377910306575,particle filter
19,20,0.9900444444444444,0.9230047236286378,particle filter
20,21,0.9943555555555555,0.9617856430206482,particle filter
21,22,0.9971555555555556,0.9745621515991174,particle filter
22,23,0.9953777777777777,0.9659111152242004,particle filter
23,24,0.9969777777777779,0.9770238858330569,particle filter
24,25,0.9917777777777778,0.9455996572200178,particle filter
25,26,0.9970222222222223,0.9757626975020953,particle filter
26,27,0.9997333333333334,0.9974965548908432,particle filter
27,28,0.9973333333333333,0.9859811394527032,particle filter
28,29,0.9996444444444444,0.9968837175508811,particle filter
29,30,0.9998222222222222,0.9984529575545749,particle filter
0,1,0.7259777777777777,0.24736081625966905,particle filter
1,2,0.8067555555555556,0.3720513437640191,particle filter
2,3,0.7868888888888889,0.2962286481843283,particle filter
3,4,0.8625333333333334,0.39168981042392076,particle filter
4,5,0.9366666666666668,0.6342288715864521,particle filter
5,6,0.9240444444444444,0.5795518767992189,particle filter
6,7,0.9282666666666666,0.628476965584734,particle filter
7,8,0.9304444444444444,0.6396621406732749,particle filter
8,9,0.9565333333333335,0.7528299477063536,particle filter
9,10,0.9404444444444444,0.7103217372126784,particle filter
10,11,0.946,0.7307659429402424,particle filter
11,12,0.9659555555555556,0.8464853841144103,particle filter
12,13,0.9782222222222221,0.9009845058607684,particle filter
13,14,0.9745777777777778,0.8350221679259477,particle filter
14,15,0.9773333333333333,0.8584219176171397,particle filter
15,16,0.9795111111111111,0.8916138227241611,particle filter
16,17,0.9787111111111111,0.8776813065516366,particle filter
17,18,0.9902222222222222,0.934082716499818,particle filter
18,19,0.9692000000000001,0.8192997804877803,particle filter
19,20,0.9830222222222222,0.8945750140431435,particle filter
20,21,0.9890666666666666,0.9278515795917743,particle filter
21,22,0.9927555555555555,0.952131630117445,particle filter
22,23,0.9940444444444445,0.9726867504916951,particle filter
23,24,0.9924888888888889,0.9489592245435172,particle filter
24,25,0.9891111111111112,0.9421475624819019,particle filter
25,26,0.9964888888888889,0.9660532997761466,particle filter
26,27,0.9968,0.9781399274841418,particle filter
27,28,0.9976444444444444,0.9823378729814876,particle filter
28,29,0.9958222222222222,0.971931562555841,particle filter
29,30,0.9995111111111111,0.9960126090545112,particle filter
0,1,0.7206666666666666,0.21338214013337836,particle filter
1,2,0.7584444444444445,0.24744062635864833,particle filter
2,3,0.8492444444444445,0.3359611314689642,particle filter
3,4,0.7919999999999999,0.293063099116327,particle filter
4,5,0.8631111111111112,0.35918809511988403,particle filter
